品类,日期,销量
category231,2022/9/6,0
category231,2022/8/30,0
category231,2022/8/4,0
category231,2023/6/7,0
category231,2022/7/18,0
category231,2022/8/27,0
category231,2023/6/29,0
category231,2023/6/28,0
category231,2022/9/13,0
category231,2022/8/14,0
category231,2023/6/26,0
category231,2022/9/27,0
category231,2023/5/13,0
category231,2023/6/21,0
category231,2022/8/6,0
category231,2022/9/20,0
category231,2022/8/26,0
category231,2022/9/22,0
category231,2022/8/15,0
category231,2022/8/16,0
category159,2023/5/18,0
category159,2023/5/16,0
category159,2023/4/30,0
category159,2023/4/17,0
category159,2023/4/29,0
category159,2023/4/13,0
category159,2023/5/14,0
category159,2023/5/21,0
category159,2023/6/9,0
category159,2023/5/11,0
category23,2022/7/8,0
category23,2022/8/17,0
category23,2022/7/18,0
category23,2023/4/1,0
category23,2022/8/1,0
category23,2023/4/18,0
category23,2023/6/21,0
category23,2022/8/27,0
category23,2023/5/20,0
category23,2023/5/23,0
category23,2022/8/12,0
category23,2023/5/9,0
category23,2023/4/20,0
category23,2023/5/5,0
category23,2022/9/21,0
category23,2022/9/26,0
category23,2023/4/5,0
category23,2023/4/22,0
category23,2023/6/26,0
category23,2022/9/27,0
category23,2023/4/2,0
category23,2022/9/20,0
category23,2023/6/6,0
category23,2023/6/4,0
category23,2023/6/9,0
category23,2022/8/6,0
category288,2022/8/19,0
category288,2022/7/31,0
category288,2022/9/5,0
category288,2022/9/8,0
category288,2022/8/18,0
category288,2022/8/31,0
category288,2022/8/30,0
category288,2022/8/15,0
category288,2022/9/27,0
category288,2023/6/5,0
category288,2022/8/27,0
category288,2022/8/28,0
category288,2022/8/23,0
category288,2022/8/8,0
category288,2022/9/23,0
category288,2022/8/17,0
category288,2023/6/4,0
category288,2022/9/4,0
category288,2022/9/22,0
category288,2022/9/13,0
category288,2022/8/20,0
category288,2022/9/12,0
category288,2022/8/16,0
category288,2022/8/26,0
category274,2022/8/4,0
category274,2023/4/30,0
category274,2023/5/15,0
category274,2022/8/9,0
category274,2022/9/7,0
category274,2023/6/21,0
category274,2023/4/1,0
category274,2022/7/26,0
category274,2023/4/11,0
category274,2023/6/20,0
category274,2023/4/7,0
category274,2023/6/7,0
category274,2022/8/17,0
category274,2023/5/23,0
category274,2022/9/29,0
category274,2022/8/21,0
category274,2022/9/23,0
category274,2022/8/19,0
category274,2022/9/6,0
category274,2023/5/14,0
category274,2022/8/18,0
category274,2023/4/18,0
category274,2022/9/13,0
category274,2022/9/19,0
category274,2023/4/25,0
category274,2023/5/11,0
category274,2022/9/22,0
category274,2022/8/23,0
category274,2022/8/15,0
category274,2022/8/20,0
category274,2022/9/18,0
category274,2023/5/27,0
category274,2023/4/9,0
category274,2023/4/8,0
category274,2023/5/12,0
category274,2022/9/4,0
category274,2022/8/27,0
category274,2023/6/23,0
category274,2022/9/25,0
category274,2023/6/10,0
category274,2022/9/30,0
category274,2022/8/6,0
category274,2022/9/3,0
category274,2022/8/14,0
category274,2022/8/7,0
category274,2023/6/26,0
category274,2023/6/8,0
category274,2023/5/9,0
category274,2023/4/6,0
category274,2023/5/2,0
category274,2023/6/9,0
category274,2022/9/16,0
category274,2023/4/16,0
category274,2022/7/19,0
category134,2022/7/29,0
category134,2022/7/6,0
category134,2022/7/7,0
category134,2022/7/1,0
category134,2022/7/19,0
category134,2022/7/23,0
category134,2022/7/17,0
category134,2022/7/18,0
category134,2022/7/14,0
category134,2022/9/5,0
category134,2022/9/12,0
category134,2022/7/24,0
category134,2022/8/17,0
category134,2022/9/22,0
category134,2022/9/3,0
category134,2022/9/19,0
category134,2022/9/17,0
category134,2022/9/27,0
category134,2022/9/28,0
category134,2022/8/20,0
category134,2022/9/24,0
category134,2022/9/10,0
category134,2022/8/23,0
category82,2023/6/18,0
category82,2023/5/10,0
category82,2023/5/29,0
category82,2022/7/15,0
category82,2022/9/6,0
category82,2023/5/15,0
category82,2023/4/1,0
category82,2023/5/24,0
category82,2023/5/13,0
category82,2023/6/7,0
category82,2023/6/20,0
category82,2023/4/6,0
category82,2022/9/12,0
category82,2022/7/27,0
category82,2023/5/11,0
category82,2023/4/25,0
category82,2023/5/16,0
category82,2023/5/19,0
category82,2022/8/12,0
category82,2023/5/25,0
category82,2023/6/10,0
category82,2022/9/21,0
category82,2022/9/9,0
category82,2023/6/13,0
category82,2023/4/15,0
category82,2022/8/28,0
category82,2023/4/19,0
category82,2022/7/25,0
category82,2022/9/4,0
category82,2022/8/8,0
category82,2022/8/27,0
category82,2023/5/6,0
category82,2022/9/26,0
category82,2023/6/29,0
category82,2023/6/23,0
category82,2023/6/9,0
category82,2023/4/17,0
category82,2023/6/21,0
category82,2023/6/28,0
category82,2022/9/3,0
category82,2022/9/25,0
category82,2022/8/24,0
category82,2023/6/27,0
category82,2023/6/14,0
category82,2023/5/27,0
category82,2023/4/3,0
category82,2023/5/2,0
category82,2023/5/18,0
category82,2023/6/30,0
category82,2022/8/22,0
category82,2022/9/15,0
category82,2022/9/10,0
category219,2022/7/28,0
category219,2023/6/10,0
category219,2022/9/9,0
category219,2022/7/31,0
category219,2023/5/26,0
category219,2023/5/11,0
category219,2023/5/31,0
category219,2022/9/1,0
category219,2022/7/21,0
category219,2022/8/20,0
category219,2023/6/18,0
category219,2023/6/6,0
category219,2023/6/13,0
category219,2023/4/20,0
category219,2023/6/3,0
category219,2022/7/4,0
category219,2022/9/11,0
category219,2022/9/29,0
category219,2022/8/8,0
category219,2023/4/23,0
category219,2022/9/13,0
category219,2022/8/6,0
category219,2023/4/29,0
category219,2023/5/30,0
category219,2022/8/12,0
category219,2023/4/17,0
category219,2023/4/14,0
category219,2023/6/22,0
category219,2022/8/22,0
category219,2022/9/23,0
category219,2022/9/2,0
category219,2022/8/27,0
category219,2023/6/25,0
category219,2022/9/4,0
category219,2022/9/19,0
category219,2022/8/17,0
category219,2023/4/22,0
category219,2022/8/29,0
category219,2022/9/14,0
category219,2023/6/15,0
category219,2023/6/26,0
category219,2023/5/18,0
category219,2023/6/8,0
category219,2023/4/13,0
category219,2023/4/10,0
category219,2022/9/15,0
category219,2023/5/28,0
category219,2023/4/15,0
category219,2022/9/5,0
category187,2022/7/9,0
category187,2023/6/15,0
category187,2023/6/1,0
category187,2022/7/13,0
category187,2022/7/17,0
category187,2023/6/14,0
category187,2022/7/10,0
category187,2023/6/3,0
category187,2023/4/27,0
category187,2023/6/12,0
category187,2023/5/26,0
category187,2023/6/7,0
category187,2022/7/22,0
category187,2023/5/15,0
category187,2023/5/31,0
category187,2023/5/24,0
category187,2022/7/18,0
category187,2023/5/17,0
category187,2023/5/29,0
category187,2023/4/23,0
category187,2022/9/28,0
category187,2023/5/14,0
category187,2022/9/17,0
category187,2022/9/26,0
category187,2023/5/1,0
category187,2023/6/20,0
category187,2023/4/24,0
category187,2023/4/25,0
category187,2023/5/8,0
category187,2023/5/28,0
category187,2023/6/10,0
category187,2023/4/26,0
category187,2023/4/8,0
category187,2023/4/10,0
category187,2022/9/21,0
category187,2022/9/25,0
category187,2022/7/1,0
category187,2023/4/3,0
category119,2022/9/15,0
category119,2022/7/2,0
category119,2022/7/24,0
category119,2022/7/23,0
category119,2022/7/27,0
category119,2022/7/16,0
category119,2022/9/7,0
category119,2022/7/1,0
category119,2022/8/1,0
category119,2022/9/1,0
category119,2022/9/23,0
category119,2023/5/13,0
category119,2022/7/6,0
category119,2022/8/30,0
category119,2022/8/15,0
category119,2022/9/13,0
category119,2022/8/29,0
category119,2022/9/2,0
category119,2022/9/29,0
category119,2022/8/6,0
category119,2022/9/27,0
category119,2022/8/26,0
category119,2022/9/3,0
category119,2022/8/31,0
category119,2022/8/23,0
category119,2022/9/16,0
category119,2023/6/21,0
category119,2023/6/24,0
category119,2022/8/25,0
category119,2022/9/5,0
category119,2022/9/20,0
category119,2022/8/14,0
category119,2023/6/23,0
category119,2022/9/21,0
category119,2022/8/13,0
category119,2023/6/28,0
category119,2023/5/5,0
category7,2022/7/28,0
category7,2022/9/5,0
category7,2022/7/31,0
category7,2022/9/30,0
category7,2022/9/28,0
category7,2022/7/24,0
category7,2022/7/27,0
category7,2022/8/6,0
category7,2022/8/24,0
category7,2022/7/25,0
category7,2022/8/15,0
category7,2023/4/17,0
category7,2022/8/19,0
category7,2022/9/23,0
category7,2023/5/12,0
category7,2022/9/24,0
category7,2023/6/29,0
category7,2022/9/6,0
category7,2022/8/13,0
category7,2022/8/5,0
category7,2023/5/14,0
category7,2023/6/22,0
category7,2023/4/15,0
category7,2022/8/7,0
category7,2022/9/25,0
category7,2022/9/20,0
category310,2022/7/11,0
category310,2022/9/8,0
category310,2023/5/2,0
category310,2022/7/13,0
category310,2022/7/5,0
category310,2022/7/23,0
category310,2022/9/2,0
category310,2022/7/6,0
category310,2023/4/9,0
category310,2023/6/8,0
category310,2022/8/25,0
category310,2022/7/9,0
category310,2022/8/1,0
category310,2022/7/7,0
category310,2022/9/4,0
category310,2022/7/14,0
category310,2022/7/18,0
category310,2022/9/30,0
category310,2022/8/4,0
category310,2022/9/11,0
category310,2022/7/4,0
category310,2023/4/15,0
category310,2023/5/22,0
category310,2022/9/23,0
category310,2023/4/20,0
category310,2023/4/3,0
category310,2022/8/14,0
category310,2022/8/8,0
category310,2022/9/15,0
category310,2022/9/9,0
category310,2022/9/14,0
category310,2023/6/29,0
category310,2022/9/25,0
category310,2022/9/24,0
category310,2022/9/5,0
category310,2023/4/1,0
category310,2023/6/19,0
category310,2023/4/13,0
category310,2023/4/7,0
category310,2022/9/16,0
category310,2023/4/28,0
category310,2023/4/4,0
category310,2022/7/20,0
category310,2022/8/28,0
category346,2023/6/12,0
category346,2023/5/27,0
category346,2023/5/7,0
category272,2023/6/11,0
category272,2023/6/26,0
category272,2023/6/21,0
category272,2022/8/11,0
category339,2022/9/20,0
category339,2022/7/30,0
category339,2022/7/13,0
category339,2023/6/17,0
category339,2022/7/23,0
category339,2022/9/30,0
category339,2022/8/2,0
category339,2023/4/16,0
category339,2022/9/22,0
category339,2023/4/6,0
category339,2023/5/14,0
category31,2023/6/3,0
category31,2022/7/9,0
category31,2022/8/10,0
category31,2022/9/3,0
category31,2022/7/21,0
category31,2022/7/26,0
category31,2022/9/1,0
category31,2023/5/31,0
category31,2022/7/25,0
category31,2022/7/6,0
category31,2023/4/3,0
category31,2023/6/1,0
category31,2022/9/14,0
category31,2022/8/9,0
category31,2022/9/12,0
category31,2023/5/5,0
category31,2022/9/11,0
category31,2022/8/12,0
category31,2023/4/7,0
category31,2022/9/10,0
category329,2022/9/28,0
category329,2023/6/23,0
category329,2022/9/21,0
category329,2022/9/19,0
category329,2022/8/21,0
category336,2022/9/29,0
category348,2023/4/26,0
category348,2023/4/23,0
category348,2023/5/10,0
category348,2023/6/23,0
category348,2023/5/12,0
category348,2023/6/26,0
category348,2023/4/14,0
category345,2023/5/14,0
category345,2023/4/5,0
category345,2022/8/20,0
category345,2023/5/7,0
category332,2023/4/13,0
category332,2022/7/19,0
category332,2023/4/9,0
category249,2022/9/20,0
category333,2023/6/23,0
category333,2022/9/26,0
category333,2022/8/17,0
category333,2022/7/22,0
category333,2023/4/22,0
category333,2022/9/8,0
category333,2022/8/3,0
category333,2023/6/5,0
category333,2022/8/10,0
category333,2023/6/18,0
category333,2022/7/15,0
category333,2023/6/17,0
category333,2022/7/28,0
category333,2023/6/4,0
category333,2023/5/31,0
category333,2023/6/1,0
category333,2023/6/3,0
category333,2023/6/14,0
category333,2023/6/6,0
category333,2022/7/26,0
category333,2022/7/25,0
category333,2022/7/11,0
category333,2023/6/19,0
category333,2023/6/2,0
category333,2023/6/12,0
category333,2022/9/7,0
category333,2023/6/15,0
category333,2023/5/26,0
category333,2022/8/20,0
category333,2022/7/24,0
category333,2022/7/19,0
category333,2023/5/28,0
category333,2022/9/6,0
category333,2023/6/20,0
category333,2022/9/29,0
category333,2022/8/7,0
category333,2023/4/17,0
category333,2022/9/11,0
category333,2023/5/2,0
category333,2023/5/18,0
category333,2022/9/28,0
category333,2022/8/2,0
category333,2022/8/1,0
category333,2022/8/31,0
category333,2022/7/17,0
category333,2022/7/31,0
category333,2022/8/19,0
category333,2023/5/10,0
category333,2022/7/30,0
category333,2023/6/16,0
category333,2023/6/8,0
category333,2023/6/9,0
category333,2023/5/3,0
category333,2022/7/5,0
category333,2022/8/29,0
category333,2023/6/13,0
category333,2022/7/21,0
category333,2022/7/2,0
category333,2022/9/3,0
category333,2023/5/30,0
category333,2023/6/11,0
category333,2023/5/19,0
category333,2022/9/15,0
category333,2023/6/7,0
category333,2022/9/1,0
category333,2023/5/22,0
category333,2022/7/16,0
category333,2023/5/24,0
category333,2022/7/13,0
category333,2022/7/1,0
category333,2022/9/9,0
category333,2022/9/2,0
category333,2022/7/6,0
category333,2023/6/10,0
category333,2023/4/6,0
category333,2023/4/7,0
category333,2022/9/18,0
category333,2022/9/17,0
category333,2022/7/23,0
category333,2023/5/17,0
category333,2023/5/29,0
category333,2023/4/9,0
category333,2022/8/28,0
category333,2023/4/15,0
category333,2022/9/23,0
category333,2022/8/12,0
category333,2023/4/16,0
category333,2022/8/9,0
category333,2022/7/29,0
category333,2023/4/20,0
category333,2023/4/11,0
category333,2023/5/5,0
category333,2022/7/14,0
category333,2023/6/28,0
category333,2022/9/10,0
category333,2023/6/26,0
category333,2023/6/24,0
category333,2022/9/4,0
category333,2022/9/30,0
category333,2023/5/6,0
category333,2022/7/18,0
category333,2022/8/6,0
category333,2023/4/27,0
category333,2023/4/25,0
category333,2023/4/1,0
category333,2022/7/12,0
category333,2023/5/16,0
category333,2023/5/15,0
category333,2023/5/11,0
category333,2022/7/27,0
category333,2022/9/16,0
category333,2022/8/30,0
category333,2023/4/18,0
category333,2022/8/16,0
category333,2022/7/20,0
category333,2022/8/8,0
category333,2022/8/4,0
category333,2022/7/9,0
category333,2022/9/5,0
category333,2023/4/19,0
category333,2023/4/4,0
category333,2023/4/12,0
category333,2022/9/13,0
category333,2022/7/10,0
category333,2023/5/25,0
category333,2023/5/9,0
category333,2023/4/24,0
category333,2023/4/2,0
category333,2022/7/4,0
category333,2022/9/27,0
category333,2022/8/23,0
category333,2022/9/19,0
category333,2023/4/10,0
category333,2023/5/20,0
category333,2023/6/21,0
category333,2023/5/14,0
category333,2023/5/4,0
category333,2022/8/25,0
category333,2023/4/8,0
category333,2023/5/13,0
category333,2023/4/21,0
category333,2023/5/12,0
category333,2022/7/8,0
category333,2022/8/22,0
category333,2023/4/26,0
category333,2023/4/14,0
category333,2022/8/18,0
category333,2022/8/24,0
category333,2022/7/7,0
category333,2023/4/3,0
category333,2022/8/5,0
category333,2023/4/28,0
category333,2022/8/15,0
category333,2023/5/23,0
category333,2022/9/21,0
category333,2023/6/22,0
category333,2022/8/13,0
category333,2023/5/27,0
category333,2023/4/13,0
category333,2023/6/30,0
category333,2022/8/26,0
category333,2023/5/8,0
category333,2022/7/3,0
category333,2022/9/12,0
category333,2022/9/20,0
category333,2022/8/11,0
category333,2022/9/24,0
category333,2023/4/23,0
category333,2022/8/21,0
category333,2023/6/29,0
category333,2023/4/5,0
category333,2023/4/29,0
category333,2023/4/30,0
category333,2022/8/27,0
category333,2023/5/21,0
category333,2023/5/1,0
category333,2023/6/27,0
category333,2022/9/22,0
category333,2023/6/25,0
category333,2023/5/7,0
category333,2022/9/14,0
category333,2022/9/25,0
category333,2022/8/14,0
category210,2022/7/22,0
category210,2022/7/30,0
category210,2022/7/29,0
category210,2022/7/20,0
category210,2022/7/28,0
category210,2022/7/1,0
category210,2022/7/26,0
category210,2022/7/25,0
category210,2022/7/24,0
category210,2022/7/15,0
category210,2022/7/31,0
category210,2023/6/15,0
category210,2022/7/23,0
category210,2022/7/19,0
category210,2022/7/6,0
category210,2022/7/8,0
category210,2022/7/3,0
category210,2023/6/5,0
category210,2022/8/1,0
category210,2022/7/9,0
category210,2022/7/16,0
category210,2023/4/18,0
category210,2022/7/17,0
category210,2022/9/1,0
category210,2022/7/21,0
category210,2022/8/4,0
category210,2023/4/28,0
category210,2022/9/14,0
