品类,日期,销量
category81,2022/10/28,24
category101,2022/10/28,40
category209,2022/10/28,4944
category344,2022/10/29,3
category51,2022/10/28,642
category163,2022/10/28,67
category68,2022/10/28,19
category168,2022/10/28,11
category297,2022/10/28,70
category117,2022/10/28,18
category80,2022/10/28,314
category107,2022/10/28,519
category182,2022/10/28,85
category127,2022/10/28,150
category321,2022/10/28,273
category235,2022/10/28,7
category142,2022/10/28,2
category32,2022/10/28,1142
category99,2022/10/28,21
category149,2022/10/28,7
category116,2022/10/28,122
category132,2022/10/28,8
category123,2022/10/28,148
category165,2022/10/28,756
category115,2022/10/28,1
category95,2022/10/28,1670
category204,2022/10/28,46
category155,2022/10/28,50
category111,2022/10/28,18
category289,2022/10/28,27
category311,2022/10/28,56
category134,2022/10/28,0
category143,2022/10/28,332
category75,2022/10/28,35
category57,2022/10/28,10
category267,2022/10/28,24
category136,2022/10/28,108
category181,2022/10/28,7
category113,2022/10/28,10
category46,2022/10/28,240
category180,2022/10/28,91
category296,2022/10/28,241
category298,2022/10/28,29
category224,2022/10/28,37
category47,2022/10/28,736
category306,2022/10/28,49
category110,2022/10/28,68
category282,2022/10/28,1062
category125,2022/10/28,60
category18,2022/10/28,71
category179,2022/10/28,14
category19,2022/10/28,27
category199,2022/10/28,23
category287,2022/10/28,196
category67,2022/10/28,8
category222,2022/10/28,64
category27,2022/10/28,132
category73,2022/10/28,265
category1,2022/10/28,37
category52,2022/10/28,114
category103,2022/10/28,502
category64,2022/10/28,38
category33,2022/10/28,227
category215,2022/10/28,191
category350,2022/10/28,1
category251,2022/10/28,56
category105,2022/10/28,78
category316,2022/10/28,571
category319,2022/10/28,2
category305,2022/10/28,62
category114,2022/10/28,150
category302,2022/10/28,17
category269,2022/10/28,6
category69,2022/10/28,3
category94,2022/10/28,369
category63,2022/10/28,1687
category22,2022/10/28,38
category344,2022/10/28,4
category108,2022/10/28,191
category290,2022/10/28,48
category173,2022/10/28,646
category13,2022/10/28,178
category183,2022/10/28,1090
category230,2022/10/28,14
category210,2022/10/28,5
category295,2022/10/28,125
category37,2022/10/28,3
category189,2022/10/28,65
category25,2022/10/28,50
category259,2022/10/28,2795
category243,2022/10/28,7926
category4,2022/10/28,41
category216,2022/10/28,0
category174,2022/10/28,32
category112,2022/10/28,124
category60,2022/10/28,8591
category109,2022/10/28,717
category252,2022/10/28,38
category320,2022/10/28,14
category286,2022/10/28,1097
category309,2022/10/28,5
category26,2022/10/28,373
category3,2022/10/28,30
category261,2022/10/28,200
category193,2022/10/28,1
category175,2022/10/28,8
category247,2022/10/28,499
category322,2022/10/28,262
category307,2022/10/28,1395
category11,2022/10/28,67
category283,2022/10/28,1452
category229,2022/10/28,126
category176,2022/10/28,79
category62,2022/10/28,540
category44,2022/10/28,3907
category312,2022/10/28,4
category147,2022/10/28,22
category36,2022/10/28,3
category96,2022/10/28,0
category45,2022/10/28,853
category333,2022/10/28,0
category17,2022/10/28,271
category43,2022/10/28,185
category240,2022/10/28,743
category148,2022/10/28,322
category126,2022/10/28,12
category98,2022/10/28,6
category91,2022/10/28,5
category177,2022/10/28,69
category152,2022/10/28,314
category40,2022/10/28,12220
category74,2022/10/28,67
category102,2022/10/28,7873
category66,2022/10/28,16
category232,2022/10/28,604
category281,2022/10/28,322
category257,2022/10/28,83
category38,2022/10/28,43
category144,2022/10/28,135
category268,2022/10/28,249
category300,2022/10/28,472
category135,2022/10/28,587
category211,2022/10/28,24
category217,2022/10/28,10
category90,2022/10/28,34
category270,2022/10/28,51
category6,2022/10/28,3
category214,2022/10/28,76
category220,2022/10/28,13
category88,2022/10/28,191
category277,2022/10/28,92
category138,2022/10/28,672
category194,2022/10/28,263
category205,2022/10/28,136
category122,2022/10/28,454
category77,2022/10/28,1404
category256,2022/10/28,122
category104,2022/10/28,831
category85,2022/10/28,234
category16,2022/10/28,613
category238,2022/10/28,152
category140,2022/10/28,180
category49,2022/10/28,307
category278,2022/10/28,31
category172,2022/10/28,175
category331,2022/10/28,11
category284,2022/10/28,286
category299,2022/10/28,719
category15,2022/10/28,652
category130,2022/10/28,9000
category79,2022/10/28,128
category23,2022/10/28,0
category48,2022/10/28,1111
category35,2022/10/28,447
category61,2022/10/28,1849
category71,2022/10/28,360
category340,2022/11/9,1
category9,2022/11/9,3
category333,2022/11/15,0
category115,2022/11/15,2
category5,2022/11/15,4
category340,2022/11/15,3
category193,2022/11/15,2
category55,2022/11/4,1
category338,2022/10/22,0
category319,2022/10/22,4
category350,2022/10/22,1
category109,2022/10/23,316
category23,2022/10/22,1
category193,2022/10/8,1
category234,2022/10/8,16
category145,2022/10/8,7
category255,2022/10/8,38
category341,2022/10/8,15
category69,2022/10/8,4
category349,2022/11/15,1
category344,2022/10/11,3
category234,2022/10/11,27
category327,2022/10/20,2
category234,2022/10/19,15
category82,2022/10/19,0
category67,2023/10/7,0
category23,2023/10/7,0
category115,2023/10/8,2
category231,2022/11/14,0
category82,2022/11/14,0
category134,2022/11/14,0
category319,2022/11/14,0
category347,2022/10/19,54
category5,2022/10/18,1
category347,2022/10/18,6
category312,2022/10/18,1
category50,2022/10/18,6
category142,2022/10/18,2
category106,2022/10/18,25
category216,2022/10/18,1
category255,2022/10/18,5
category340,2022/11/1,1
category340,2023/10/9,0
category219,2022/10/31,0
category54,2022/11/1,5
category342,2022/10/31,10
category54,2022/10/31,3
category294,2022/11/1,0
category142,2022/11/2,3
category315,2022/11/2,1
category162,2022/10/28,9
category119,2022/10/28,0
category131,2022/10/28,10
category293,2022/10/28,129
category337,2022/10/28,0
category39,2022/10/28,40
category234,2022/10/28,2
category327,2022/10/28,5
category342,2022/10/28,10
category317,2022/10/28,1
category318,2022/10/28,2
category265,2022/10/28,4
category145,2022/10/25,7
category234,2022/10/25,4
category315,2022/10/25,1
category234,2022/10/18,20
category315,2022/10/18,1
category134,2022/10/18,0
category41,2022/10/14,3
category142,2022/10/14,2
category350,2022/10/14,2
category202,2022/10/14,1
category319,2022/10/14,2
category265,2022/10/14,3
category134,2022/10/14,1
category317,2022/11/14,2
category41,2022/11/14,0
category106,2022/11/14,25
category274,2023/10/12,0
category23,2023/10/12,1
category330,2022/11/14,0
category37,2022/11/14,1
category337,2022/11/14,0
category231,2022/11/15,0
category216,2022/11/14,2
category339,2022/11/15,1
category124,2023/10/14,1
category343,2023/10/14,2
category343,2022/10/5,0
category335,2022/10/5,2
category255,2022/10/5,36
category5,2022/10/5,37
category119,2022/10/22,0
category207,2022/10/22,0
category291,2022/10/18,1
category55,2022/10/18,0
category340,2022/10/18,0
category345,2022/10/18,1
category319,2022/10/18,4
category349,2022/10/18,2
category234,2022/10/30,1
category170,2022/10/30,3
category319,2022/10/30,4
category23,2022/10/30,1
category216,2022/10/30,1
category115,2023/10/1,0
category335,2023/10/1,1
category167,2022/10/24,0
category210,2022/10/24,0
category234,2022/10/24,4
category82,2022/10/24,0
category142,2022/10/24,2
category202,2022/10/24,2
category53,2022/10/24,19
category124,2023/10/8,1
category315,2023/10/8,0
category23,2023/10/8,1
category335,2023/10/12,0
category187,2023/10/12,1
category328,2023/10/12,1
category294,2023/10/13,1
category109,2023/10/14,1
category167,2022/11/1,1
category328,2022/11/1,2
category244,2022/11/1,1
category328,2023/10/11,0
category315,2023/10/11,1
category272,2023/10/11,0
category341,2022/10/28,15
category202,2022/10/28,4
category167,2022/10/28,1
category145,2022/10/28,4
category244,2022/11/2,1
category202,2022/11/2,7
category167,2022/11/2,1
category274,2022/10/18,0
category350,2022/10/18,5
category202,2022/10/18,3
category167,2022/10/18,0
category37,2022/11/8,1
category96,2022/11/8,0
category106,2022/11/8,7
category343,2022/11/5,0
category36,2022/11/5,5
category335,2022/11/5,16
category244,2022/11/5,0
category83,2022/10/26,0
category167,2022/10/26,0
category150,2022/10/26,12
category36,2022/10/27,3
category310,2022/10/26,0
category340,2022/10/26,3
category317,2022/10/26,1
category328,2022/10/16,0
category340,2022/10/16,2
category131,2022/10/16,3
category334,2022/10/16,4
category255,2022/10/16,5
category207,2022/10/16,0
category210,2022/10/15,1
category334,2022/10/15,3
category342,2022/10/15,2
category142,2022/10/15,2
category210,2022/10/25,2
category9,2022/10/25,2
category193,2022/10/25,0
category244,2022/11/10,0
category9,2022/11/10,1
category319,2022/11/10,1
category294,2022/10/12,0
category310,2022/10/12,0
category96,2022/10/12,0
category207,2022/10/12,0
category234,2022/10/12,26
category115,2022/10/23,1
category342,2022/10/23,7
category319,2022/10/23,2
category291,2022/10/26,2
category315,2022/10/26,0
category9,2022/10/26,1
category349,2022/10/26,2
category330,2022/11/8,1
category255,2022/11/8,9
category150,2022/11/8,36
category54,2023/10/1,0
category338,2023/10/1,0
category272,2023/10/1,0
category350,2022/11/11,14
category350,2022/11/10,26
category83,2022/11/11,0
category206,2023/10/2,2
category274,2022/11/15,0
category315,2022/11/15,0
category96,2022/11/15,1
category119,2022/10/3,0
category207,2022/10/3,1
category309,2022/10/3,4
category134,2022/10/3,0
category216,2022/10/3,2
category106,2022/10/3,24
category350,2022/10/3,34
category23,2022/10/3,1
category310,2022/10/3,0
category83,2022/10/3,0
category319,2022/10/3,6
category106,2022/10/16,0
category69,2022/10/16,3
category150,2022/10/16,22
category96,2022/10/16,0
category310,2022/10/16,0
category291,2022/10/16,2
category342,2022/11/9,2
category337,2022/11/9,0
category315,2022/11/9,0
category291,2022/11/9,0
category9,2022/10/24,2
category115,2022/10/24,2
category83,2022/10/24,1
category310,2022/10/24,1
category5,2022/10/24,0
category216,2022/10/24,1
category291,2022/11/10,1
category330,2023/10/12,0
category67,2023/10/12,1
category148,2023/10/12,0
category216,2022/11/12,5
category207,2022/11/12,0
category150,2022/11/13,46
category310,2022/11/13,1
category37,2022/11/13,4
category83,2022/10/22,0
category202,2022/10/6,3
category291,2022/10/6,2
category54,2022/10/6,1
category9,2022/10/6,3
category167,2022/10/6,1
category207,2022/10/6,1
category6,2022/10/6,3
category328,2022/10/28,0
category116,2022/10/29,36
category54,2022/10/28,16
category255,2022/10/28,6
category54,2022/10/29,4
category347,2022/10/28,181
category244,2022/10/28,3
category150,2022/10/28,14
category340,2022/10/28,5
category338,2022/10/3,0
category317,2022/10/3,1
category255,2022/10/3,50
category255,2022/10/31,9
category37,2022/10/31,5
category9,2022/10/28,2
category5,2022/10/28,3
category234,2022/10/16,22
category337,2022/10/16,0
category119,2022/10/16,1
category342,2022/10/16,3
category37,2022/10/16,2
category330,2022/10/16,33
category260,2022/10/2,1
category291,2022/10/2,0
category167,2022/10/2,0
category342,2022/10/26,12
category54,2022/10/27,10
category54,2022/10/26,1
category202,2022/10/26,1
category342,2022/11/3,4
category350,2022/11/2,21
category319,2022/11/2,0
category23,2022/11/2,1
category55,2022/11/2,0
category181,2023/10/7,2
category315,2023/10/7,1
category231,2023/10/14,0
category23,2023/10/14,0
category348,2023/10/14,0
category69,2023/10/14,1
category187,2023/10/13,1
category207,2022/10/25,0
category202,2022/10/25,0
category342,2022/10/25,8
category54,2022/10/25,2
category291,2022/10/25,3
category319,2022/10/10,1
category334,2022/10/10,4
category318,2022/10/10,2
category187,2022/10/10,0
category23,2022/10/10,0
category41,2022/10/10,1
category312,2022/10/10,2
category291,2022/10/10,1
category350,2023/10/12,0
category167,2023/10/12,0
category37,2022/10/30,1
category181,2022/10/30,4
category350,2022/10/30,0
category83,2022/10/13,0
category82,2022/10/13,0
category150,2022/10/8,23
category338,2022/10/8,0
category119,2022/10/8,1
category333,2022/10/8,0
category83,2022/11/13,0
category83,2022/11/12,0
category350,2022/11/12,24
category106,2022/10/14,0
category216,2022/10/14,1
category37,2022/10/14,1
category335,2023/10/8,1
category55,2023/10/8,0
category124,2023/10/13,1
category260,2022/10/12,0
category315,2022/10/12,1
category274,2022/10/3,0
category337,2022/10/3,4
category330,2022/10/3,31
category193,2022/10/26,0
category312,2022/10/27,4
category119,2022/10/26,0
category55,2022/10/26,0
category67,2023/10/5,0
category291,2022/10/7,1
category318,2022/10/7,2
category334,2022/10/7,4
category310,2022/10/7,0
category312,2022/10/7,1
category319,2022/10/7,7
category231,2022/10/6,2
category37,2022/10/6,1
category309,2022/10/6,5
category41,2022/10/6,1
category83,2022/10/6,0
category50,2022/10/6,3
category315,2022/10/16,1
category337,2022/11/13,0
category338,2022/11/13,0
category231,2023/10/8,0
category294,2023/10/3,0
category317,2023/10/2,0
category202,2022/11/5,9
category255,2022/11/5,9
category41,2022/11/5,0
category9,2022/11/5,2
category50,2022/11/5,2
category340,2022/10/15,1
category244,2022/10/15,0
category328,2022/10/15,0
category294,2022/10/15,0
category207,2022/10/15,1
category349,2022/10/5,1
category41,2022/10/5,3
category265,2022/10/5,2
category202,2022/10/5,14
category115,2022/10/5,1
category350,2022/10/5,116
category319,2022/10/5,7
category10,2022/10/5,20
category55,2022/11/3,1
category319,2022/11/3,1
category274,2023/10/4,1
category328,2023/10/4,1
category54,2022/10/15,3
category291,2022/10/15,2
category187,2022/10/15,0
category41,2022/11/3,8
category167,2022/11/3,0
category134,2022/11/3,1
category55,2022/10/21,0
category31,2022/10/21,0
category219,2022/10/21,0
category96,2022/10/25,1
category350,2022/11/9,7
category231,2022/11/9,2
category315,2023/10/1,0
category148,2023/10/4,2
category193,2023/10/4,1
category274,2022/10/24,1
category342,2022/10/24,9
category335,2022/10/27,14
category5,2022/10/27,0
category115,2022/10/27,2
category341,2022/10/27,11
category106,2022/10/28,24
category272,2023/10/9,0
category244,2022/11/15,0
category349,2022/11/8,1
category219,2022/11/8,0
category213,2023/10/12,0
